Customer_Id,Username,CreditScore,CreditScore,Region,Gender,Age,Tenure,Balance,NumofProduct,HasCard,ActiveMember,EstimatedSalary,Exited
15609913,Clark,743,High,France,Female,46,9,0,1,1,0,113436,No
15719479,Chukwuhaenye,619,Below Average,Spain,Female,56,7,0,2,1,1,42442,No
15575147,Wall,699,Above Average,France,Male,22,9,99339,1,1,0,68297,Yes
15597309,Howell,749,High,Spain,Male,36,7,0,2,0,0,80134,No
15648367,Lo,600,Below Average,Germany,Female,29,6,74430,2,1,1,96051,No
15758031,Lazarev,760,High,Spain,Male,38,3,91241,1,0,1,80682,No
15751771,Lowe,528,Below Average,Germany,Male,32,2,99092,1,0,1,111149,No
15689288,Folliero,630,Below Average,France,Female,26,5,0,2,1,0,182612,No
15731026,Han,683,Above Average,Germany,Female,39,2,100062,2,1,0,109201,No
15775809,Holloway,677,Above Average,Germany,Female,26,6,98723,1,0,1,151146,No
15743076,Pai,669,Above Average,Spain,Male,29,9,0,1,1,1,93901,No
15658258,Trejo,693,Above Average,France,Male,43,6,128760,1,1,0,36342,No
15756321,Johnston,612,Below Average,Spain,Female,52,5,144772,1,0,0,98302,Yes
15706799,Macknight,719,High,Spain,Male,44,4,0,1,0,0,84972,Yes
15775703,Lo,702,High,France,Male,26,2,71281,1,1,1,108747,Yes
15642636,Glossop,755,High,France,Male,29,9,117035,1,1,1,21862,No
15704651,Bishop,514,Below Average,France,Male,26,1,0,2,0,0,121551,No
15806771,Yefremova,753,High,France,Female,40,0,3768,2,1,0,177065,Yes
15566735,Obialo,548,Below Average,Germany,Female,36,2,108913,2,1,1,140460,No
15681671,Nkemjika,850,High,Germany,Male,28,2,101100,2,1,1,35337,No
15775949,Trevisani,612,Below Average,France,Female,38,7,110615,1,1,1,193502,No
15586752,Parkes,628,Below Average,Germany,Male,33,8,152143,1,1,1,32174,No
15582519,Seleznyov,479,Below Average,France,Male,47,6,121797,1,0,1,5811,Yes
15658233,Naylor,724,High,France,Female,41,5,109798,1,0,1,149593,No
15755330,Forbes,512,Below Average,Germany,Male,41,7,122403,1,0,1,37439,Yes
15605072,Douglas,638,Below Average,France,Female,43,3,145860,1,1,1,142763,Yes
15617538,Nwankwo,834,High,Spain,Male,40,7,0,2,0,0,45038,No
15591428,Myers,781,High,France,Male,29,9,0,2,0,0,172097,No
15692142,Rogova,707,High,Germany,Female,48,7,105086,1,1,1,180344,Yes
15692931,Hsing,670,Above Average,France,Male,22,2,114991,1,1,1,37392,No
15781127,Giordano,663,Above Average,Spain,Female,33,8,96769,1,1,1,36864,No
15677136,Okwukwe,624,Below Average,France,Female,23,5,0,2,0,0,132418,No
15677828,Chalmers,598,Below Average,France,Female,34,4,0,2,0,0,60894,No
15567897,Chiazagomekpere,619,Below Average,Germany,Male,23,5,132725,1,1,1,143913,No
15793641,Evseyev,792,High,France,Female,70,3,0,2,1,1,172240,No
15678333,Parry-Okeden,683,Above Average,France,Female,26,7,0,2,1,0,86619,No
15630511,Picot,691,Above Average,France,Female,33,6,0,2,1,0,164074,No
15792627,Reid,765,High,Spain,Female,33,5,84557,1,1,1,69039,No
15717191,Ferri,508,Below Average,France,Male,49,1,93817,2,1,1,132468,Yes
15625716,Genovesi,637,Below Average,France,Female,33,9,113913,1,0,1,65316,No
15710053,Neumayer,667,Above Average,Germany,Female,44,5,140406,2,0,1,57164,No
15580043,Murray,575,Below Average,Spain,Female,22,8,105229,1,1,1,34397,No
15601410,Tien,744,High,Spain,Female,46,1,0,3,1,1,177431,Yes
15684669,Parkes,567,Below Average,France,Female,41,9,137891,1,1,0,142009,Yes
15619083,Yip,502,Below Average,France,Female,35,6,0,2,1,1,80618,No
15692207,Ingle,609,Below Average,France,Female,53,6,0,2,1,1,124218,No
15730705,Chidubem,715,High,France,Male,37,9,165252,1,1,0,85286,No
15749688,Lu,541,Below Average,France,Male,32,8,0,2,0,0,40889,No
15728542,Vorobyova,850,High,France,Female,71,4,0,2,1,1,107236,No
15760063,Chiedozie,595,Below Average,Spain,Male,23,7,0,2,1,1,168085,No
15658982,Napolitani,650,Above Average,Germany,Female,28,5,122034,3,0,1,146663,Yes
15758769,Coffey,625,Below Average,France,Female,44,7,0,1,1,0,4791,No
15778481,Chigbogu,817,High,France,Male,59,1,118962,1,1,1,120819,No
15661162,Akabueze,526,Below Average,Spain,Male,49,2,0,1,1,0,114539,Yes
15568164,Istomin,850,High,France,Female,34,4,71379,2,1,1,154000,No
15601569,Ndubueze,598,Below Average,France,Female,40,2,171178,1,1,0,137980,Yes
15772383,Toscani,613,Below Average,France,Male,36,9,131307,1,0,0,83343,No
15667456,Ross,709,High,Spain,Male,62,3,0,2,1,1,82195,No
15672983,Fernando,678,Above Average,Spain,Female,27,5,87099,2,1,0,149550,No
15799534,McClaran,720,High,France,Male,71,5,183135,2,1,1,197688,No
15582847,Yermakova,662,Above Average,France,Male,26,0,0,2,0,1,72929,No
15612478,Somadina,525,Below Average,France,Male,51,10,0,3,1,0,171045,Yes
15709621,Wan,662,Above Average,France,Male,31,3,0,2,0,1,27731,No
15802009,Mazzi,770,High,France,Female,33,6,0,2,1,1,126131,No
15698816,Tuan,721,High,Spain,Female,33,4,72535,1,1,1,103931,No
15574830,Townsley,633,Below Average,Germany,Male,58,2,128137,2,1,0,147635,Yes
15603082,Yashina,701,High,France,Male,51,9,0,2,0,0,61961,No
15685947,Henderson,556,Below Average,Germany,Male,42,0,115915,2,0,1,125435,Yes
15643048,Mueller,639,Below Average,France,Male,66,0,0,2,0,1,42240,No
15807568,Wright,632,Below Average,France,Male,50,2,0,2,0,0,57942,No
15597591,Lung,456,Below Average,France,Male,29,5,107000,1,1,1,153419,No
15747558,Bryant,729,High,Spain,Female,38,10,0,2,1,0,189727,No
15756655,Madukaife,632,Below Average,France,Female,34,2,0,2,0,0,165385,No
15589949,Maclean,433,Below Average,Spain,Male,34,9,152806,1,1,0,19687,No
15601012,Abdullah,802,High,France,Female,60,3,92887,1,1,0,39473,Yes
15724269,Yao,670,Above Average,France,Male,25,7,0,2,1,1,144723,No
15567506,Cheatham,738,High,Germany,Female,40,6,114940,2,1,1,194895,Yes
15791877,Gallagher,706,High,Germany,Male,34,0,140641,2,1,1,77271,No
15794360,Hao,592,Below Average,Germany,Female,70,5,71816,2,1,0,105096,Yes
15686538,Nixon,522,Below Average,France,Female,41,7,0,2,0,1,176780,No
15585985,Wang,746,High,France,Male,48,5,165282,1,1,0,153786,Yes
15699257,Kerr,651,Above Average,Spain,Male,42,2,143145,2,1,0,43612,No
15804104,Romani,494,Below Average,France,Male,28,9,114731,2,0,1,79479,No
15727619,Lock,753,High,Germany,Female,46,9,113909,3,1,0,92320,Yes
15740237,Millar,671,Above Average,Germany,Male,36,2,116695,1,0,0,193201,No
15801436,K'ung,696,Above Average,France,Male,42,4,0,1,0,0,126353,Yes
15705735,Onyekachi,577,Below Average,Spain,Male,43,3,0,2,1,1,135008,No
15649359,Somayina,587,Below Average,France,Male,36,1,0,2,0,1,17135,No
15624892,Dennis,712,High,Germany,Male,37,7,93978,2,1,0,60651,No
15784918,Brown,498,Below Average,Germany,Male,35,2,121968,2,0,1,188343,No
15584785,Ogochukwu,660,Above Average,France,Male,37,2,97324,1,1,0,23291,No
15797197,Macleod,678,Above Average,Spain,Male,29,6,0,2,1,0,64443,No
15574858,Page,530,Below Average,France,Male,37,8,0,2,1,1,287,No
15794101,Barese,559,Below Average,France,Female,48,2,0,2,0,1,137961,No
15743245,Agafonova,624,Below Average,France,Male,42,3,145155,1,1,0,72169,Yes
15791535,Caraway,592,Below Average,France,Male,28,5,137222,1,0,0,39608,No
15605215,Stevenson,767,High,France,Male,48,9,0,2,0,1,175458,No
15771749,Duncan,653,Above Average,Germany,Female,38,5,114268,2,1,1,89524,No
15616833,Wang,678,Above Average,Spain,Male,27,2,0,2,1,1,13221,No
15750728,Kaur,586,Below Average,Spain,Female,42,2,0,1,1,0,102889,No
15769353,Jenkins,550,Below Average,France,Female,40,8,150490,1,0,0,166468,Yes
15770091,Edwards,643,Below Average,Germany,Male,28,9,160858,2,1,0,27149,No
15716420,Kelly,612,Below Average,Spain,Male,39,5,170288,1,1,1,59601,No
15740602,Boyle,674,Above Average,Germany,Female,27,4,111568,1,0,1,22026,No
15796071,Loane,657,Above Average,Spain,Male,29,7,83889,1,1,0,153059,No
15811389,Padovano,724,High,Germany,Female,35,0,171982,2,0,1,167313,No
15783875,Li Fonti,500,Below Average,France,Female,34,4,0,2,1,0,12833,No
15671800,Robinson,688,Above Average,France,Male,20,8,137624,2,1,1,197582,No
15677288,Geach,599,Below Average,France,Male,50,3,121159,1,0,0,4033,Yes
15633525,Payne,631,Below Average,France,Male,29,7,0,2,0,1,125877,No
15634606,Chinonyelum,634,Below Average,Spain,Male,52,1,0,2,1,1,176913,No
15579207,Watkins,545,Below Average,France,Male,37,3,91184,1,1,0,105476,No
15619892,Page,644,Below Average,Spain,Male,18,8,0,2,1,0,59172,No
15567778,Genovese,690,Above Average,Germany,Female,54,1,144027,1,1,1,108731,Yes
15711750,Watson,711,High,France,Female,34,6,0,2,1,1,175310,No
15751084,Mancini,712,High,France,Female,29,8,140170,1,1,1,38170,No
15768945,Chibueze,627,Below Average,France,Male,27,1,62092,1,1,1,105887,No
15586931,Hunter,694,Above Average,Spain,Male,39,3,0,1,1,1,95625,No
15636353,Buchi,534,Below Average,Spain,Male,35,4,0,2,0,0,9541,No
15623858,Charteris,603,Below Average,France,Male,45,9,0,1,0,0,148516,No
15703354,Aksenov,808,High,France,Female,33,2,103516,1,1,0,113907,No
15663987,Wright,723,High,Spain,Male,30,1,0,3,1,0,164647,Yes
15780805,Lu,585,Below Average,France,Female,35,2,0,2,1,0,98621,Yes
15768566,K?,706,High,France,Male,34,8,0,2,1,1,37479,No
15643229,Hou,671,Above Average,France,Female,31,6,0,2,1,1,15846,No
15754940,Descoteaux,597,Below Average,Spain,Male,43,2,85162,1,0,1,5104,Yes
15676576,Stephenson,646,Below Average,France,Female,43,8,143061,1,1,0,61937,No
15800068,Cooper,801,High,Spain,Female,46,6,0,2,1,1,170008,No
15648030,Crump,731,High,Spain,Female,33,5,137388,2,1,0,165000,No
15668594,Diggs,620,Below Average,Germany,Female,25,1,137712,1,1,1,76197,No
15728709,Shih,484,Below Average,Germany,Male,40,7,106901,2,0,0,118045,No
15724181,Hudson,647,Below Average,Spain,Male,47,5,105603,2,1,1,157360,No
15647546,Carvosso,688,Above Average,Germany,Female,40,8,150679,2,0,1,196226,No
15702601,Wyatt,680,Above Average,Germany,Male,30,4,108300,2,0,1,44384,Yes
15567725,Kodilinyechukwu,689,Above Average,France,Female,46,7,52016,2,1,1,72993,No
15674179,Vorobyova,513,Below Average,Germany,Male,34,7,60515,1,0,0,124571,No
15686957,Piccio,553,Below Average,Germany,Male,35,2,158584,2,1,0,43640,No
15607690,Hsing,689,Above Average,Germany,Male,47,2,118812,2,0,0,31121,No
15806546,Lucas,517,Below Average,Spain,Male,46,4,0,1,1,0,22372,No
15632850,T'ang,731,High,France,Male,37,8,0,2,1,1,170338,No
15709016,North,687,Above Average,Germany,Female,47,1,91219,1,0,0,158845,Yes
15638068,Thompson,507,Below Average,Spain,Male,32,7,0,2,1,0,67926,No
15749345,Simpson,468,Below Average,France,Female,22,1,76318,1,1,1,194783,No
15791321,Nwora,682,Above Average,Spain,Female,58,4,0,1,1,0,176036,No
15699095,Chandler,603,Below Average,France,Female,24,3,0,1,1,1,198826,Yes
15638329,Uspensky,522,Below Average,Germany,Male,25,1,111432,1,1,1,168683,No
15575445,Ferguson,629,Below Average,Spain,Male,41,10,150148,1,0,0,6936,No
15752622,Kerr,729,High,France,Female,32,7,38550,1,0,1,179230,No
15774507,Furneaux,574,Below Average,France,Female,39,5,119013,1,1,0,103421,No
15570857,Kambinachi,677,Above Average,Germany,Female,39,0,111213,2,1,1,147578,No
15599386,Black,627,Below Average,Germany,Male,28,5,71097,1,1,1,130504,No
15744913,Chizoba,788,High,Spain,Male,36,10,109632,1,1,1,16149,No
15647292,Peng,697,Above Average,France,Male,63,7,148368,1,0,0,118862,Yes
15728838,Leach,578,Below Average,France,Male,45,1,148600,1,1,0,143397,Yes
15584704,Chiazagomekpele,519,Below Average,France,Male,48,10,71083,1,1,0,137959,No
15749068,Nickson,632,Below Average,France,Female,40,9,139625,1,1,0,93702,Yes
15622985,Lin,679,Above Average,France,Female,39,4,0,1,0,0,172939,Yes
15587676,Alexeieva,699,Above Average,France,Male,30,9,0,1,1,1,108162,No
15779496,Sykes,615,Below Average,France,Male,64,0,81564,2,0,1,35896,No
15733460,Martin,622,Below Average,Spain,Male,36,9,0,2,1,1,104852,No
15711457,Herz,755,High,France,Female,28,7,124540,1,0,1,188850,No
15795290,Nikitina,767,High,France,Female,42,2,133616,1,1,0,28615,No
15611223,Ko,752,High,Germany,Female,38,10,101648,2,1,0,172001,No
15794159,Highett,633,Below Average,France,Female,26,8,124281,1,1,1,60116,No
15780677,Jackson,717,High,France,Female,59,4,0,2,1,1,170528,No
15690175,Ball,585,Below Average,Spain,Male,45,0,0,2,0,0,189683,No
15722599,Nelson,751,High,France,Female,37,9,183613,2,0,0,49734,No
15569976,Woronoff,754,High,Germany,Male,65,1,136186,1,1,1,121529,Yes
15707011,Morrison,495,Below Average,France,Male,47,10,137682,1,1,0,71071,No
15702277,Smith,650,Above Average,France,Male,34,4,106005,1,0,1,142995,No
15801915,Rendall,529,Below Average,France,Female,31,6,152310,1,1,0,13054,No
15580213,McIntyre,585,Below Average,France,Female,43,2,0,2,1,0,89402,No
15637947,Wei,668,Above Average,Spain,Male,32,1,134446,1,0,1,111241,No
15715888,Allardyce,591,Below Average,France,Female,38,2,142289,1,0,1,119638,No
15732967,Cremonesi,731,High,France,Male,19,6,0,2,1,1,151581,No
15737047,Weatherford,754,High,France,Female,45,6,0,1,1,0,73881,Yes
15694039,Jen,650,Above Average,Germany,Female,46,9,149003,2,1,0,176902,No
15649457,Macleod,588,Below Average,Germany,Male,41,2,131341,2,0,1,7034,No
15742809,Mironova,712,High,Spain,Female,29,7,77919,1,1,0,122547,No
15637829,Sharpe,691,Above Average,France,Female,34,7,0,2,0,1,161559,No
15633194,Osborne,771,High,France,Female,41,10,108309,4,1,1,137510,Yes
15611635,Chu,678,Above Average,Spain,Female,39,6,0,1,0,1,185366,No
15638774,Chong,719,High,Spain,Female,40,9,0,2,1,0,182224,No
15722037,Alvarez,610,Below Average,Germany,Male,36,7,115462,1,0,1,42581,No
15672930,Palerma,722,High,Spain,Male,37,9,0,2,1,0,31921,No
15668774,Chiemenam,758,High,Germany,Female,23,5,122739,1,1,0,102460,Yes
15780966,Pritchard,709,High,France,Female,32,2,0,2,0,0,109681,No
15659694,Wallis,634,Below Average,Germany,Female,53,3,113781,2,1,1,106345,Yes
15624424,Palerma,678,Above Average,Spain,Female,49,1,0,2,1,1,102472,No
15708713,Hill,633,Below Average,France,Male,35,3,0,2,1,1,36249,No
15755405,Hudson,710,High,France,Male,43,9,128284,1,1,0,32996,Yes
15647570,Chung,640,Below Average,Germany,Male,45,8,120591,1,0,0,195123,No
15684348,Zhdanova,656,Above Average,France,Male,63,8,0,2,0,1,57014,No
15702541,Fraser,551,Below Average,France,Female,59,2,166968,1,1,0,159483,Yes
15646942,Meng,786,High,Spain,Female,39,7,0,2,0,0,100929,No
15748920,Cherkasova,561,Below Average,France,Female,49,8,0,2,1,1,12513,No
15694581,Rawlings,807,High,Spain,Male,42,5,0,2,1,1,74900,No
15643215,Jen,602,Below Average,Germany,Male,38,2,71667,2,0,0,137111,No
15649060,Chien,727,High,Germany,Female,31,3,82729,2,1,0,60212,No
15774258,Gorbunov,678,Above Average,France,Male,40,1,0,2,1,1,187343,No
15731553,Lucas,730,High,France,Male,23,8,0,2,1,0,183284,No
15617029,Young,596,Below Average,Spain,Female,30,1,0,2,1,0,8125,No
15780716,Colombo,686,Above Average,Germany,Male,39,3,129626,2,1,1,103220,No
15577018,Tsao,684,Above Average,Germany,Female,26,2,114035,1,0,0,96885,No
15809515,Lewis,797,High,Germany,Male,32,1,151922,1,1,0,8877,No
15789924,Hussain,658,Above Average,France,Female,39,4,0,1,1,1,147530,No
15725076,Anderson,653,Above Average,Spain,Female,27,6,107751,2,1,1,33389,No
15672481,Ulyanov,641,Below Average,France,Male,37,6,0,2,1,0,45309,No
15574115,Shaw,656,Above Average,Spain,Female,41,6,101179,2,1,1,35230,No
15661830,Lucciano,750,High,Spain,Female,36,6,0,2,1,1,59816,No
15665879,Gordon,768,High,France,Female,40,8,0,2,0,1,69080,No
15673820,Woodward,568,Below Average,France,Male,33,7,0,2,1,0,143450,No
15747772,Cunningham,706,High,Germany,Male,36,9,58571,2,1,0,40774,No
15666197,Boni,430,Below Average,Germany,Female,38,8,153058,1,1,0,99377,No
15773639,Truscott,745,High,Germany,Male,35,4,98270,1,1,0,133617,No
15581893,Ginikanwa,747,High,France,Male,43,1,130788,1,0,1,101495,Yes
15672447,Bailey,657,Above Average,Germany,Male,40,7,99165,1,0,1,119333,Yes
15777830,Hutchinson,639,Below Average,France,Female,42,4,0,2,0,0,167682,No
15713890,Maclean,704,High,France,Male,44,3,0,2,0,1,152884,No
15577598,Chiang,651,Above Average,Spain,Male,23,4,115636,2,1,0,70400,No
15786042,Willmore,706,High,Germany,Female,44,2,185932,2,1,0,65413,No
15753462,Godson,632,Below Average,Germany,Male,30,2,72549,2,0,1,182728,No
15759690,Smith,751,High,France,Male,42,4,0,2,1,1,81442,No
15801414,Bitter,767,High,France,Female,35,2,0,2,0,0,144251,No
15656141,Ts'ao,741,High,France,Male,39,5,0,1,0,1,40207,No
15608701,Chialuka,651,Above Average,Germany,Male,29,3,121890,1,1,0,54530,Yes
15582892,Scott,601,Below Average,France,Male,46,2,99786,1,1,1,32683,Yes
15632967,Feng,520,Below Average,France,Male,34,3,0,2,1,1,104703,No
15587573,Castiglione,626,Below Average,Germany,Male,27,4,115084,2,0,1,26907,No
15654891,He,811,High,France,Male,30,6,0,2,1,1,180591,No
15611365,Fanucci,730,High,France,Female,32,9,127661,1,0,0,60905,No
15749103,Ginikanwa,604,Below Average,Germany,Female,47,4,118907,1,0,1,47777,Yes
15810203,Manning,499,Below Average,Germany,Female,44,6,77627,2,1,0,108222,No
15813660,Forlonge,754,High,Spain,Male,40,2,160625,1,0,1,3554,No
15605673,Liang,716,High,Spain,Female,29,8,0,2,0,0,78616,No
15669282,Uchechukwu,636,Below Average,France,Female,20,10,124266,1,0,0,100566,No
15792726,Sung,470,Below Average,France,Female,25,8,127974,2,1,1,183259,No
15593241,Tochukwu,444,Below Average,France,Male,43,3,0,2,1,1,159131,No
15683053,Reyna,809,High,Spain,Female,48,2,0,1,1,0,160976,Yes
15632736,Liang,850,High,Germany,Female,30,3,104911,2,1,1,42933,No
15731865,Unwin,637,Below Average,France,Male,27,1,0,2,1,0,91291,No
15760450,Rutherford,512,Below Average,France,Male,43,1,0,2,1,1,52471,No
15787204,Howe,774,High,Spain,Female,43,1,110646,1,0,0,108804,No
15650454,Tran,641,Below Average,France,Male,57,5,0,2,1,1,122449,No
15573730,Thompson,586,Below Average,Germany,Male,42,6,126704,2,1,0,41682,No
15705050,Linger,611,Below Average,France,Male,30,9,0,2,1,1,148887,No
15791342,Johnston,660,Above Average,Spain,Male,31,1,84560,1,1,1,137784,No
15684316,Udokamma,532,Below Average,France,Male,43,9,0,2,0,0,190573,Yes
15700540,Barrera,557,Below Average,Germany,Female,38,2,129893,1,0,0,102076,No
15770631,Sutherland,730,High,Spain,Male,25,5,167385,1,1,1,56307,No
15790594,Bednall,535,Below Average,France,Female,27,6,0,2,0,1,49775,No
15604020,Otoole,773,High,Germany,Female,36,4,105858,1,0,1,4395,No
15637599,Cremonesi,510,Below Average,Germany,Female,44,4,123070,1,1,0,28461,Yes
15736578,Hamilton,539,Below Average,France,Male,39,1,0,1,1,1,28184,No
15666332,Donaldson,690,Above Average,Spain,Female,48,2,0,2,1,1,3149,No
15727291,McKay,821,High,France,Female,40,1,0,2,1,0,194273,No
15785920,Black,687,Above Average,Germany,Male,35,1,125141,2,1,1,148537,No
15658987,Kane,557,Below Average,France,Female,46,4,96173,2,1,1,116378,No
15687719,She,532,Below Average,Spain,Female,37,5,0,2,0,1,6761,No
15799641,Bruno,540,Below Average,Spain,Male,39,2,0,2,1,0,81995,No
15758702,Watson,705,High,France,Female,55,8,0,2,1,1,14392,No
15689526,Shih,542,Below Average,Germany,Female,35,9,127543,2,1,0,468,Yes
15586848,Rose,706,High,France,Male,38,1,0,2,1,0,122379,No
15707637,Zikoranachukwudimma,765,High,France,Female,56,1,0,1,1,0,13228,Yes
15719426,Cole,529,Below Average,France,Male,67,8,103101,2,1,1,154002,Yes
15639265,Isaacs,714,High,France,Male,54,7,126113,1,1,0,112777,No
15576124,Muravyova,582,Below Average,France,Male,41,1,40488,1,1,0,128528,No
15757829,Timperley,609,Below Average,Germany,Female,40,10,137389,2,1,0,170122,No
15633227,Kenechukwu,518,Below Average,France,Female,28,9,85146,1,0,0,2803,No
15753092,He,791,High,Germany,Male,35,5,129828,1,1,1,181918,Yes
15782939,Storey,747,High,France,Male,42,4,80214,1,1,0,115241,Yes
15746338,Onyekachukwu,565,Below Average,France,Female,40,2,0,2,1,1,129956,No
15590676,Kharlamova,735,High,France,Male,34,1,141796,1,1,0,45858,No
15599329,Christopher,697,Above Average,France,Female,49,7,195238,4,0,1,131083,Yes
15783097,Lombardo,813,High,Germany,Male,27,6,111348,1,1,0,46422,No
15597885,Kerr,772,High,France,Male,43,6,0,2,1,1,57675,No
15597467,Duncan,606,Below Average,France,Female,71,8,0,2,1,1,169741,No
15724764,Lawley,667,Above Average,Germany,Female,42,10,64404,2,0,0,26022,No
15778418,Burns,637,Below Average,Germany,Male,40,9,154309,1,1,1,125334,Yes
15684769,Whitson,542,Below Average,France,Male,67,10,129431,1,0,1,21343,No
15756167,Doyne,762,High,Spain,Female,43,5,134204,1,1,1,139971,No
15632439,Pinto,698,Above Average,France,Female,39,4,0,2,0,1,47455,No
15755138,Chin,850,High,France,Female,32,8,0,2,1,1,55593,No
15659092,Davide,621,Below Average,France,Female,50,5,0,2,1,0,191756,Yes
15742116,Torres,671,Above Average,Germany,Female,48,9,116711,2,0,0,76373,No
15801994,Buccho,775,High,France,Male,31,9,0,2,1,0,169278,No
15647572,Greece,504,Below Average,Spain,Male,34,0,54980,1,1,1,136909,No
15644551,Wimble,751,High,Spain,Female,37,3,99773,2,1,0,54865,No
15709135,Pirozzi,691,Above Average,Germany,Male,30,7,101231,2,0,0,156529,No
15684469,Hsiung,841,High,Germany,Male,32,2,117070,1,1,0,113482,No
15627637,Obioma,709,High,Germany,Male,23,8,73314,2,1,0,63446,No
15667093,Onio,673,Above Average,France,Male,37,2,0,1,1,1,13624,No
15690589,Udinesi,541,Below Average,France,Male,37,9,212314,1,0,1,148814,No
15595350,Fermin,661,Above Average,France,Female,31,3,136067,2,1,0,65567,No
15777586,Moss,784,High,Spain,Female,42,2,109052,2,1,0,6409,No
15804064,Docherty,742,High,France,Female,35,2,79126,1,1,1,126997,No
15717770,Marcelo,850,High,Spain,Female,55,7,0,1,0,0,171762,Yes
15754443,Fadden,443,Below Average,France,Female,35,9,108308,1,1,0,129031,Yes
15776939,Zox,778,High,Germany,Female,48,3,102290,2,1,0,182691,No
15713517,Otitodilinna,529,Below Average,France,Male,39,6,102025,2,1,0,12351,No
15683522,Kennedy,678,Above Average,Germany,Female,37,2,113383,1,1,1,135123,No
15673995,Tu,516,Below Average,Spain,Female,65,9,102541,1,1,0,181490,No
15771054,Barnes,469,Below Average,Spain,Male,35,5,0,2,1,0,186490,No
15578788,Bibi,786,High,Spain,Male,40,6,0,2,0,0,41248,No
15737408,L?,703,High,France,Female,41,6,109941,1,1,0,116267,No
15750837,Landseer,579,Below Average,Germany,Male,41,0,141749,1,0,1,9201,No
15576022,Nwachinemelu,565,Below Average,France,Male,38,5,0,2,0,1,80630,No
15635502,Ch'iu,443,Below Average,France,Male,44,2,0,1,1,0,159165,No
15627298,Vinogradova,589,Below Average,France,Male,37,7,85146,2,1,0,86490,Yes
15811415,Jenks,691,Above Average,France,Female,44,6,134066,2,1,1,197572,No
15645059,Crace,711,High,France,Female,28,8,0,2,0,0,105159,No
15689671,Packham,775,High,Spain,Male,27,4,0,1,1,1,40807,No
15718667,T'ien,621,Below Average,France,Male,35,7,87619,1,1,0,143,No
15803202,Onyekachi,350,Below Average,France,Male,51,10,0,1,1,1,125823,Yes
15593683,Solomina,668,Above Average,Spain,Female,30,8,0,2,1,0,138465,No
15703394,Hawes,633,Below Average,Spain,Male,27,3,0,2,1,0,44008,No
15570289,Benson,697,Above Average,Germany,Male,43,8,103409,1,1,0,66893,Yes
15567437,Emenike,734,High,Germany,Female,30,7,123040,1,1,1,76503,No
15711687,Nero,434,Below Average,France,Male,41,4,108128,1,0,1,56784,No
15656592,Toscano,646,Below Average,Germany,Male,48,8,169023,2,1,1,175657,No
15634373,Yang,764,High,France,Male,30,5,0,2,0,1,105155,No
15769125,Palerma,727,High,Spain,Female,41,10,0,2,0,1,47468,No
15711386,Trentini,724,High,France,Female,29,6,0,2,0,1,64729,No
15714241,Haddon,749,High,Spain,Male,42,9,222267,1,0,0,101108,Yes
15642530,Coates,706,High,Germany,Female,47,10,144090,1,1,0,140938,Yes
15713599,Castiglione,728,High,France,Male,30,10,114835,1,0,1,37662,No
15744770,Stone,636,Below Average,France,Male,44,2,0,2,0,0,86414,No
15780498,Maynard,634,Below Average,France,Male,34,3,145030,1,1,1,41820,No
15624397,Moore,627,Below Average,France,Male,43,8,71240,1,0,1,127734,No
15615219,Obielumani,518,Below Average,France,Male,59,5,138772,1,0,1,123872,No
15570908,Harding,687,Above Average,Spain,Female,29,7,93617,1,0,1,113050,No
15762855,Hill,622,Below Average,Spain,Female,23,8,0,2,1,1,131389,No
15661827,Brown,693,Above Average,Spain,Female,45,4,0,2,1,1,26589,No
15746035,Pagnotto,450,Below Average,Spain,Male,25,9,74237,2,0,1,195463,No
15691906,Esposito,664,Above Average,Germany,Female,49,5,127421,2,1,0,108876,Yes
15793424,Tan,663,Above Average,Spain,Female,28,8,61274,2,1,0,136054,No
15577905,Hammond,660,Above Average,France,Male,34,8,106486,2,0,1,182262,No
15667216,Chung,579,Below Average,France,Female,29,10,73194,2,1,1,129209,No
15673971,Houghton,655,Above Average,Germany,Female,44,6,146498,1,1,0,64853,Yes
15701238,Chia,683,Above Average,France,Male,47,1,0,2,1,0,148989,No
15644849,Zikoranachidimma,655,Above Average,France,Female,32,2,0,1,1,1,71047,No
15635531,Boag,575,Below Average,Spain,Female,30,8,0,2,1,0,185341,No
15632263,Pagnotto,574,Below Average,Spain,Male,30,5,120355,1,1,0,137793,No
15720110,Oluchukwu,795,High,France,Male,32,2,117265,1,1,1,198317,No
15619045,Baxter,776,High,France,Female,43,4,0,2,0,1,162137,No
15697510,Tien,707,High,Spain,Female,52,7,0,1,1,0,109688,Yes
15784923,Chimezie,705,High,Germany,Female,37,3,109974,1,1,1,36320,Yes
15567383,Slone,678,Above Average,Germany,Female,44,2,98009,2,0,1,31384,No
15732621,Martin,663,Above Average,France,Male,34,10,0,1,1,1,114083,No
15757981,Loggia,748,High,France,Male,66,8,0,1,1,1,163331,No
15727819,Hartley,677,Above Average,Spain,Female,34,10,171671,1,1,1,50777,No
15738088,Parkin,634,Below Average,Spain,Male,63,10,0,2,1,0,30772,Yes
15765173,Lin,350,Below Average,France,Female,60,3,0,1,0,0,113796,Yes
15665159,Brooks,727,High,France,Male,61,0,128213,2,1,1,188729,Yes
15618203,Tien,773,High,Germany,Male,51,8,116197,2,1,1,86701,No
